"id","user_name","raw_timestamp_part_1","raw_timestamp_part_2","cvtd_timestamp","new_window","num_window","roll_belt","pitch_belt","yaw_belt","total_accel_belt","kurtosis_roll_belt","kurtosis_picth_belt","kurtosis_yaw_belt","skewness_roll_belt","skewness_roll_belt.1","skewness_yaw_belt","max_roll_belt","max_picth_belt","max_yaw_belt","min_roll_belt","min_pitch_belt","min_yaw_belt","amplitude_roll_belt","amplitude_pitch_belt","amplitude_yaw_belt","var_total_accel_belt","avg_roll_belt","stddev_roll_belt","var_roll_belt","avg_pitch_belt","stddev_pitch_belt","var_pitch_belt","avg_yaw_belt","stddev_yaw_belt","var_yaw_belt","gyros_belt_x","gyros_belt_y","gyros_belt_z","accel_belt_x","accel_belt_y","accel_belt_z","magnet_belt_x","magnet_belt_y","magnet_belt_z","roll_arm","pitch_arm","yaw_arm","total_accel_arm","var_accel_arm","avg_roll_arm","stddev_roll_arm","var_roll_arm","avg_pitch_arm","stddev_pitch_arm","var_pitch_arm","avg_yaw_arm","stddev_yaw_arm","var_yaw_arm","gyros_arm_x","gyros_arm_y","gyros_arm_z","accel_arm_x","accel_arm_y","accel_arm_z","magnet_arm_x","magnet_arm_y","magnet_arm_z","kurtosis_roll_arm","kurtosis_picth_arm","kurtosis_yaw_arm","skewness_roll_arm","skewness_pitch_arm","skewness_yaw_arm","max_roll_arm","max_picth_arm","max_yaw_arm","min_roll_arm","min_pitch_arm","min_yaw_arm","amplitude_roll_arm","amplitude_pitch_arm","amplitude_yaw_arm","roll_dumbbell","pitch_dumbbell","yaw_dumbbell","kurtosis_roll_dumbbell","kurtosis_picth_dumbbell","kurtosis_yaw_dumbbell","skewness_roll_dumbbell","skewness_pitch_dumbbell","skewness_yaw_dumbbell","max_roll_dumbbell","max_picth_dumbbell","max_yaw_dumbbell","min_roll_dumbbell","min_pitch_dumbbell","min_yaw_dumbbell","amplitude_roll_dumbbell","amplitude_pitch_dumbbell","amplitude_yaw_dumbbell","total_accel_dumbbell","var_accel_dumbbell","avg_roll_dumbbell","stddev_roll_dumbbell","var_roll_dumbbell","avg_pitch_dumbbell","stddev_pitch_dumbbell","var_pitch_dumbbell","avg_yaw_dumbbell","stddev_yaw_dumbbell","var_yaw_dumbbell","gyros_dumbbell_x","gyros_dumbbell_y","gyros_dumbbell_z","accel_dumbbell_x","accel_dumbbell_y","accel_dumbbell_z","magnet_dumbbell_x","magnet_dumbbell_y","magnet_dumbbell_z","roll_forearm","pitch_forearm","yaw_forearm","kurtosis_roll_forearm","kurtosis_picth_forearm","kurtosis_yaw_forearm","skewness_roll_forearm","skewness_pitch_forearm","skewness_yaw_forearm","max_roll_forearm","max_picth_forearm","max_yaw_forearm","min_roll_forearm","min_pitch_forearm","min_yaw_forearm","amplitude_roll_forearm","amplitude_pitch_forearm","amplitude_yaw_forearm","total_accel_forearm","var_accel_forearm","avg_roll_forearm","stddev_roll_forearm","var_roll_forearm","avg_pitch_forearm","stddev_pitch_forearm","var_pitch_forearm","avg_yaw_forearm","stddev_yaw_forearm","var_yaw_forearm","gyros_forearm_x","gyros_forearm_y","gyros_forearm_z","accel_forearm_x","accel_forearm_y","accel_forearm_z","magnet_forearm_x","magnet_forearm_y","magnet_forearm_z","classe"
"11","carlitos",1323084232,500302,"05/12/2011 11:23","no",12,1.45,8.18,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,0,-0.02,-21,2,23,-5,596,-317,-128,21.5,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,0,-290,110,-123,-366,339,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.13073959,-70.63750507,-84.71064711,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,47,-269,-564,299,-64,27.6,-63.8,-152,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,193,205,-214,-17,657,465,"A"
"12","carlitos",1323084232,528316,"05/12/2011 11:23","no",12,1.43,8.18,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-22,2,23,-2,602,-319,-128,21.5,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,0,-288,111,-123,-363,343,520,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.10320545,-70.45974712,-84.89472246,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,47,-270,-554,291,-65,27.5,-63.8,-152,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.03,191,203,-215,-11,657,478,"A"
"13","carlitos",1323084232,560359,"05/12/2011 11:23","no",12,1.42,8.2,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,-22,4,21,-3,606,-309,-128,21.4,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-287,111,-124,-372,338,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.38245941,-70.81758832,-84.46500278,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-234,48,-269,-552,302,-69,27.2,-63.9,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.03,193,205,-215,-15,655,472,"A"
"14","carlitos",1323084232,576390,"05/12/2011 11:23","no",12,1.42,8.21,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-22,4,21,-8,598,-310,-128,21.4,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-288,111,-124,-371,331,523,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.41047767,-70.99594236,-84.28004856,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-234,48,-268,-554,295,-68,27.2,-63.9,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.03,193,202,-214,-14,659,478,"A"
"15","carlitos",1323084232,604281,"05/12/2011 11:23","no",12,1.45,8.2,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-21,2,22,-1,597,-310,-129,21.4,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-289,111,-124,-374,342,510,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07948887,-70.67116245,-84.69053461,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,47,-270,-554,294,-63,27.2,-63.9,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,192,201,-214,-16,656,472,"A"
"16","carlitos",1323084232,644302,"05/12/2011 11:23","no",12,1.48,8.15,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,-21,4,23,0,592,-305,-129,21.3,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.03,-289,109,-121,-367,340,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35068947,-70.25176373,-85.03638595,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,48,-271,-554,297,-73,27.1,-64,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,0,194,204,-215,-13,656,471,"A"
"17","carlitos",1323084232,692324,"05/12/2011 11:23","no",12,1.51,8.12,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-21,4,22,-6,598,-317,-129,21.3,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-289,110,-122,-371,337,512,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.04835112,-70.10639112,-85.26057697,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,47,-272,-551,296,-56,27.1,-64,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0,192,204,-213,-13,653,481,"A"
"18","carlitos",1323084232,732306,"05/12/2011 11:23","no",12,1.55,8.08,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.02,0,-21,5,21,1,600,-316,-129,21.2,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.03,-288,108,-124,-373,336,510,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.2064634,-70.3903701,-84.93667392,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-231,47,-268,-557,292,-62,27,-64,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,192,206,-216,-16,653,472,"A"
"19","carlitos",1323084232,740353,"05/12/2011 11:23","no",12,1.57,8.06,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,-0.02,-20,5,21,-3,603,-313,-129,21.2,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-289,109,-122,-369,340,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.07574259,-70.28271016,-85.07803122,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,-0.02,-233,47,-271,-559,295,-74,26.9,-64,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,192,203,-216,-10,657,466,"A"
"20","carlitos",1323084232,788335,"05/12/2011 11:23","no",12,1.59,8.07,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-22,5,22,-1,604,-314,-129,21.1,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-289,109,-125,-373,335,514,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,12.75083041,-70.34768359,-85.09708174,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,46,-272,-558,302,-66,26.9,-64,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,0,193,205,-215,-9,657,480,"A"
"21","carlitos",1323084232,876301,"05/12/2011 11:23","no",12,1.6,8.1,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-20,1,20,-10,607,-304,-129,20.9,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.02,-288,111,-124,-375,337,513,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.38245941,-70.81758832,-84.46500278,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,48,-269,-554,299,-72,26.9,-63.9,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.03,-0.02,194,208,-214,-11,654,469,"A"
"22","carlitos",1323084232,892313,"05/12/2011 11:23","no",12,1.57,8.09,-94.4,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0.02,-0.02,-21,3,21,-2,604,-313,-129,20.8,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,-0.02,-0.02,-289,111,-123,-372,338,510,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.37871611,-70.42855971,-84.85305745,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-233,48,-270,-554,301,-65,27,-63.9,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.03,-0.02,191,206,-213,-17,654,478,"A"
"23","carlitos",1323084232,932285,"05/12/2011 11:23","no",12,1.56,8.1,-94.3,3,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,0,-0.02,-21,4,21,-4,606,-311,-129,20.7,-161,34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,-290,110,-123,-373,333,509,"","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,13.35451266,-70.63995378,-84.64918975,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,-0.02,0,-234,48,-270,-557,294,-69,26.9,-63.8,-151,"","","","","","",NA,NA,"",NA,NA,"",NA,NA,"",36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02,-0.02,-0.02,194,206,-214,-10,653,467,"A"
